Time	Pos.x	Pos.y	Pos.z	Vel.x	Vel.y	Vel.z	gripper	raven.x	raven.y	raven.z		raven.qx	raven.qy	raven.qz	raven.qw	ravenGripper
120.008	0.0716452	-0.0477189	-0.0402557	-1.07613e-005	-3.61363e-005	2.42231e-005	0.149074	0.455183	0.77984		706.697	-0.077969	0.02343	0.013408	0.0953841	0.736098	0.667798	0.0557424	-0.171
120.009	0.0716452	-0.0477189	-0.0402557	-1.07613e-005	-3.61363e-005	2.42231e-005	0.149074	0.455183	0.77984		706.697	-0.077969	0.02343	0.013408	0.0953843	0.736098	0.667798	0.0557399	-0.171
120.01	0.0716452	-0.0477189	-0.0402557	-1.0377e-005	-3.48457e-005	2.3358e-005	0.149074	0.455183	0.77984		0.353349	-0.077969	0.02343	0.013408	0.0953847	0.736098	0.667798	0.0557419	-0.171
120.015	0.0716452	-0.0477189	-0.0402557	-1.07613e-005	-3.61363e-005	2.42231e-005	0.149074	0.455183	0.77984		0.353349	-0.077969	0.02343	0.013408	0.0953825	0.736098	0.667798	0.0557416	-0.171
120.016	0.0716452	-0.0477189	-0.0402557	0	0	0	0.149074	0.455183	0.77984		0.353349	-0.077969	0.02343	0.013408	0.0953834	0.736098	0.667798	0.055743	-0.171
120.017	0.0716452	-0.0477189	-0.0402557	0	0	0	0.149074	0.455183	0.77984		706.697	-0.077969	0.02343	0.013408	0.0953834	0.736098	0.667798	0.055743	-0.171
120.018	0.0716455	-0.0477181	-0.0402562	1.08956e-005	3.65882e-005	-2.45259e-005	0.149074	0.455183	0.77984		706.697	-0.077969	0.02343	0.013408	0.0953847	0.736098	0.667798	0.0557419	-0.171
120.019	0.0716455	-0.0477181	-0.0402562	1.07611e-005	3.61364e-005	-2.42231e-005	0.149074	0.455183	0.77984		0.353349	-0.077969	0.02343	0.013408	0.0953841	0.736098	0.667798	0.0557424	-0.171
120.02	0.0716455	-0.0477181	-0.0402562	1.07611e-005	3.61364e-005	-2.42231e-005	0.149074	0.455183	0.77984		706.697	-0.077969	0.02343	0.013408	0.0953841	0.736098	0.667798	0.0557424	-0.171
120.021	0.0716455	-0.0477181	-0.0402562	1.01355e-005	3.40355e-005	-2.28148e-005	0.149074	0.455183	0.77984		706.697	-0.077969	0.02343	0.013408	0.0953818	0.736098	0.667798	0.0557422	-0.171
