Time	raven.x	raven.y	raven.z		raven.qx	raven.qy	raven.qz	raven.qw	ravenGripper
0.0200002	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.0400004	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.0600005	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.0800007	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.100001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.120001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.140001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.160001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.180002	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.200002	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.220002	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.240002	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.260002	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.280002	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.300003	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.320003	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.340003	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.360003	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.380003	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.400004	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.420004	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.440004	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.460004	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.480004	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.500004	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.520005	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.540005	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.560005	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.580005	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.600005	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.620005	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.640006	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.660006	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.680006	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.700006	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.720006	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.740007	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.760007	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.780007	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.800007	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.820007	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.840007	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.860008	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.880008	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.900008	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.920008	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.940008	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.960008	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
0.980009	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.00001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.02001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.04001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.06001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.08001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.10001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.12001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.14001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.16001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.18001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.20001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
1.22001	-0.102612	0.011635	0.03409	-0.0284816	0.660954	0.719812	-0.210236	0.855
